row_number,data_time,power_w,type,action,decision,activity_score,habit_score,confidence_score,activity_level,habit_level,confidence_level,professional_percentage,reason
6278,2025-07-19 20:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6279,2025-07-19 20:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.3101562499999999,0.2955303798939517,0.1,low,low,low,100.0,
6280,2025-07-19 21:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15675080056929375,0.2955303798939517,0.1,low,low,low,100.0,
6281,2025-07-19 21:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15675080056929375,0.2955303798939517,0.1,low,low,low,100.0,
6282,2025-07-19 21:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15500000000000003,0.2955303798939517,0.1,low,low,low,100.0,
6283,2025-07-19 21:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15500000000000003,0.2955303798939517,0.1,low,low,low,100.0,
6284,2025-07-19 22:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6285,2025-07-19 22:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6286,2025-07-19 22:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6287,2025-07-19 22:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6288,2025-07-19 23:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6289,2025-07-19 23:15:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6290,2025-07-19 23:30:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6291,2025-07-19 23:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6292,2025-07-20 00:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6293,2025-07-20 00:15:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.15595571586787071,low,low,low,100.0,
6294,2025-07-20 00:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.14001872419532416,low,low,low,100.0,
6295,2025-07-20 00:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.15735218526498168,low,low,low,100.0,
6296,2025-07-20 01:00:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6297,2025-07-20 01:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.12513042937823748,low,low,low,100.0,
6298,2025-07-20 01:30:00,0.75,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.25420712705852067,low,low,low,100.0,
6299,2025-07-20 01:45:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.11589045660642665,low,low,low,100.0,
6300,2025-07-20 02:00:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.10167592208958685,low,low,low,100.0,
6301,2025-07-20 02:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6302,2025-07-20 02:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6303,2025-07-20 02:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1260790518920515,low,low,low,100.0,
6304,2025-07-20 03:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6305,2025-07-20 03:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.13005263486058755,low,low,low,100.0,
6306,2025-07-20 03:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.21951126416621666,low,low,low,100.0,
6307,2025-07-20 04:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.17756486694227275,low,low,low,100.0,
6308,2025-07-20 04:15:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.10284795347167694,low,low,low,100.0,
6309,2025-07-20 04:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.12198036868422138,low,low,low,100.0,
6310,2025-07-20 04:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.13606793848773252,low,low,low,100.0,
6311,2025-07-20 05:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.10506720507221139,low,low,low,100.0,
6312,2025-07-20 05:15:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6313,2025-07-20 05:30:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6314,2025-07-20 05:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6315,2025-07-20 06:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15660792951541852,0.2955303798939517,0.11357879695817344,low,low,low,100.0,
6316,2025-07-20 06:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15625766871165647,0.2955303798939517,0.1014273426587899,low,low,low,100.0,
6317,2025-07-20 06:30:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.1553694915254238,0.2955303798939517,0.1,low,low,low,100.0,
6318,2025-07-20 06:45:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.15625766871165647,0.2955303798939517,0.10858703723700798,low,low,low,100.0,
6319,2025-07-20 07:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15625766871165647,0.2955303798939517,0.1,low,low,low,100.0,
6320,2025-07-20 07:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.06673868237783713,0.4898514642917936,0.1,low,medium,low,100.0,
6321,2025-07-20 07:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.15068444045387075,0.4898514642917936,0.1393056540699017,low,medium,low,100.0,
6322,2025-07-20 07:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.1525504043600563,0.5030110766768958,0.10267649918401445,low,medium,low,100.0,
6323,2025-07-20 08:00:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.15411375977747663,0.4599930533238144,0.1426468919784366,low,medium,low,100.0,
6324,2025-07-20 08:15:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.15434615384615388,0.2955303798939517,0.10449201050748952,low,low,low,100.0,
6325,2025-07-20 08:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.1504394069276439,0.2955303798939517,0.1786722842881866,low,low,low,100.0,
6326,2025-07-20 08:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.1505052855528223,0.2955303798939517,0.11285220930906797,low,low,low,100.0,
6327,2025-07-20 09:00:00,1.0,phantom_load,Send Notification,send_notification,0.46310297029702985,0.2955303798939517,0.49862194803061965,medium,low,medium,100.0,
6328,2025-07-20 09:30:00,1.0,phantom_load,Send Notification,send_notification,0.4532564024374836,0.2955303798939517,0.48689499292688293,medium,low,medium,100.0,
6329,2025-07-20 09:45:00,1.0,phantom_load,Send Notification,send_notification,0.46310297029702985,0.2955303798939517,0.46570207223604254,medium,low,medium,100.0,
6330,2025-07-20 10:00:00,0.0,phantom_load,Send Notification,send_notification,0.5417760667084757,0.2955303798939517,0.6654087360584156,medium,low,high,100.0,
6331,2025-07-20 10:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.26696774437840676,0.4599930533238144,0.6493885824438986,low,medium,medium,100.0,
6332,2025-07-20 10:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.2904870251310538,0.2955303798939517,0.629782834142423,low,low,medium,100.0,
6333,2025-07-20 10:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.23064136497259577,0.4898514642917936,0.6465966288623153,low,medium,medium,100.0,
6334,2025-07-20 11:00:00,0.25,phantom_load,Send Notification,send_notification,0.18778931624224554,0.4898514642917936,0.7333261863723751,low,medium,high,100.0,
6335,2025-07-20 11:15:00,0.5,phantom_load,Send Notification,send_notification,0.5358797688628316,0.5066506611992663,0.5579553403077028,medium,medium,medium,100.0,
6336,2025-07-20 11:30:00,0.0,phantom_load,Keep On,keep_on,0.5431864343257667,0.5042002331040258,0.7279951975831209,medium,medium,high,100.0,
6337,2025-07-20 11:45:00,0.0,phantom_load,Send Notification,send_notification,0.5454509397320695,0.5030110766768958,0.5615831444979352,medium,medium,medium,100.0,
6338,2025-07-20 12:00:00,0.5,phantom_load,Send Notification,send_notification,0.6091316419214544,0.5050684381644798,0.5838622528392319,medium,medium,medium,100.0,
6339,2025-07-20 12:15:00,1.0,phantom_load,Send Notification,send_notification,0.6163478468804178,0.504205153368527,0.6478869154572229,medium,medium,medium,100.0,
6340,2025-07-20 12:30:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.32000000000000006,0.5177974915962674,0.6528393522457316,low,medium,medium,100.0,
6341,2025-07-20 13:00:00,1.0,phantom_load,Send Notification,send_notification,0.6170085645769099,0.5145889002096979,0.5756509110721036,medium,medium,medium,100.0,
6342,2025-07-20 13:15:00,1.0,phantom_load,Send Notification,send_notification,0.6170222856024383,0.5173619949515424,0.5321589794593599,medium,medium,medium,100.0,
6343,2025-07-20 13:30:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.32000000000000006,0.5177974915962674,0.5712665860048253,low,medium,medium,100.0,
6344,2025-07-20 13:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.32000000000000006,0.5272663214082605,0.6007242721676573,low,medium,medium,100.0,
6345,2025-07-20 14:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.17682242990654207,0.4923184061805968,0.5238445208710478,low,medium,medium,100.0,
6346,2025-07-20 14:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.18292578202071672,0.5064679146611053,0.48937186682436684,low,medium,medium,100.0,
6347,2025-07-20 14:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.32000000000000006,0.5144403541368505,0.4929158445973071,low,medium,medium,100.0,
6348,2025-07-20 15:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.27999999999999997,0.5094561420620675,0.2788625667089295,low,medium,low,100.0,
6349,2025-07-20 15:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.27999999999999997,0.5035448845065998,0.3827090564636173,low,medium,medium,100.0,
6350,2025-07-20 15:30:00,0.3333333333333333,phantom_load,Send Notification,send_notification,0.5061841865761911,0.4962996620642438,0.4425736222209592,medium,medium,medium,100.0,
6351,2025-07-20 15:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.27999999999999997,0.5094977129807992,0.35635964918985663,low,medium,medium,100.0,
6352,2025-07-20 16:00:00,1.0,phantom_load,Delay Decision,delay_decision,0.5359448653198653,0.5076626001298912,0.31967601649047794,medium,medium,low,100.0,
6353,2025-07-20 16:15:00,0.25,phantom_load,Delay Decision,delay_decision,0.5414883966244726,0.5042002331040258,0.3091129030015408,medium,medium,low,100.0,
6354,2025-07-20 16:30:00,0.0,phantom_load,Delay Decision,delay_decision,0.5330870845990978,0.5094977129807992,0.25955765783813434,medium,medium,low,100.0,
6355,2025-07-20 16:45:00,0.0,phantom_load,Delay Decision,delay_decision,0.5321548432299877,0.5170815239706147,0.29890406635223754,medium,medium,low,100.0,
6356,2025-07-20 17:00:00,1.0,phantom_load,Delay Decision,delay_decision,0.5391181552365762,0.45776766394922697,0.2712894913533884,medium,medium,low,100.0,
6357,2025-07-20 17:15:00,0.3333333333333333,phantom_load,Delay Decision,delay_decision,0.5459658869395712,0.504205153368527,0.24478218051008635,medium,medium,low,100.0,
6358,2025-07-20 17:45:00,0.0,phantom_load,Delay Decision,delay_decision,0.548627801992528,0.2955303798939517,0.2838676360924395,medium,low,low,100.0,
6359,2025-07-20 18:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.3101773383553044,0.2955303798939517,0.1,low,low,low,100.0,
6360,2025-07-20 18:30:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1411190418255879,low,low,low,100.0,
6361,2025-07-20 18:45:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6362,2025-07-20 19:00:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6363,2025-07-20 19:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.13988964553438296,0.2955303798939517,0.1,low,low,low,100.0,
6364,2025-07-20 19:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31,0.2955303798939517,0.1,low,low,low,100.0,
6365,2025-07-20 19:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6366,2025-07-20 20:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6367,2025-07-20 20:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31,0.2955303798939517,0.1,low,low,low,100.0,
6368,2025-07-20 20:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.31350160113858744,0.2955303798939517,0.1,low,low,low,100.0,
6369,2025-07-20 20:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.3101562499999999,0.2955303798939517,0.1,low,low,low,100.0,
6370,2025-07-20 21:00:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.15675080056929375,0.2955303798939517,0.1,low,low,low,100.0,
6371,2025-07-20 21:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15675080056929375,0.2955303798939517,0.1,low,low,low,100.0,
6372,2025-07-20 21:30:00,0.5,phantom_load,Suggest Shutdown,suggest_shutdown,0.15500000000000003,0.2955303798939517,0.1,low,low,low,100.0,
6373,2025-07-20 21:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.15500000000000003,0.2955303798939517,0.1,low,low,low,100.0,
6374,2025-07-20 22:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6375,2025-07-20 22:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6376,2025-07-20 22:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6377,2025-07-20 22:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.07837540028464687,0.2955303798939517,0.1,low,low,low,100.0,
6378,2025-07-20 23:00:00,0.6,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6379,2025-07-20 23:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6380,2025-07-20 23:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6381,2025-07-20 23:45:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6382,2025-07-21 00:00:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6383,2025-07-21 00:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1586705535380954,low,low,low,100.0,
6384,2025-07-21 00:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6385,2025-07-21 00:45:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6386,2025-07-21 01:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6387,2025-07-21 01:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6388,2025-07-21 01:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.10328290359094706,low,low,low,100.0,
6389,2025-07-21 01:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.17347621469332392,low,low,low,100.0,
6390,2025-07-21 02:15:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.12761236454827155,low,low,low,100.0,
6391,2025-07-21 02:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6392,2025-07-21 02:45:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6393,2025-07-21 03:00:00,0.6666666666666666,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6394,2025-07-21 03:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6395,2025-07-21 03:30:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6396,2025-07-21 03:45:00,0.6,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.18814201804849465,low,low,low,100.0,
6397,2025-07-21 04:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6398,2025-07-21 04:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1368197847611711,low,low,low,100.0,
6399,2025-07-21 04:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6400,2025-07-21 04:45:00,0.3333333333333333,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.11777842268242988,low,low,low,100.0,
6401,2025-07-21 05:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.1,low,low,low,100.0,
6402,2025-07-21 05:15:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.11264748332113605,low,low,low,100.0,
6403,2025-07-21 05:30:00,1.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.11909359716339474,low,low,low,100.0,
6404,2025-07-21 05:45:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.05,0.2955303798939517,0.10039015892760254,low,low,low,100.0,
6405,2025-07-21 06:00:00,1.0,phantom_load,Send Notification,send_notification,0.38419610967712425,0.2955303798939517,0.40251152345868274,medium,low,medium,100.0,
6406,2025-07-21 06:15:00,0.6666666666666666,phantom_load,Send Notification,send_notification,0.39122746033018113,0.2955303798939517,0.45486229124160166,medium,low,medium,100.0,
6407,2025-07-21 06:30:00,0.0,phantom_load,Send Notification,send_notification,0.39122746033018113,0.2955303798939517,0.4677906588894427,medium,low,medium,100.0,
6408,2025-07-21 06:45:00,0.0,phantom_load,Send Notification,send_notification,0.38884471769780476,0.2955303798939517,0.4740673702645864,medium,low,medium,100.0,
6409,2025-07-21 07:00:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.18289661664100837,0.4327789558826489,0.46109094900025055,low,medium,medium,100.0,
6410,2025-07-21 07:15:00,0.0,phantom_load,Suggest Shutdown,suggest_shutdown,0.21748887855663349,0.4327789558826489,0.45927025147651407,low,medium,medium,100.0,
6411,2025-07-21 07:30:00,0.75,phantom_load,Send Notification,send_notification,0.38496796088908064,0.4327789558826489,0.3565112631139702,medium,medium,medium,100.0,
6412,2025-07-21 08:00:00,1.0,phantom_load,Send Notification,send_notification,0.3901494659061512,0.43573849095124084,0.4000941267158833,medium,medium,medium,100.0,
6413,2025-07-21 08:15:00,1.0,phantom_load,Send Notification,send_notification,0.39016350218087537,0.2955303798939517,0.4166827918760313,medium,low,medium,100.0,
6414,2025-07-21 08:30:00,0.3333333333333333,phantom_load,Send Notification,send_notification,0.39221709250894454,0.2955303798939517,0.4220936252877436,medium,low,medium,100.0,
6415,2025-07-21 09:00:00,1.0,phantom_load,Keep On,keep_on,0.7946750528918074,0.2955303798939517,0.8,high,low,high,100.0,
6416,2025-07-21 09:15:00,1.0,phantom_load,Keep On,keep_on,0.7964468697068217,0.2955303798939517,0.8,high,low,high,100.0,
6417,2025-07-21 09:30:00,1.0,phantom_load,Keep On,keep_on,0.7651544457333077,0.2955303798939517,0.8,high,low,high,100.0,
6418,2025-07-21 09:45:00,0.3333333333333333,phantom_load,Keep On,keep_on,0.7938914862151987,0.2955303798939517,0.8,high,low,high,100.0,
6419,2025-07-21 10:00:00,0.6666666666666666,phantom_load,Keep On,keep_on,0.7917674581464812,0.2955303798939517,0.8,high,low,high,100.0,
6420,2025-07-21 10:30:00,1.0,phantom_load,Keep On,keep_on,0.789629630942523,0.46909697649698295,0.8,high,medium,high,100.0,
6421,2025-07-21 10:45:00,0.3333333333333333,phantom_load,Keep On,keep_on,0.7732140700209584,0.4679815940954094,0.8,high,medium,high,100.0,
6422,2025-07-21 11:00:00,0.0,phantom_load,Keep On,keep_on,0.7871871441486239,0.5067645216668253,0.8,high,medium,high,100.0,
6423,2025-07-21 11:15:00,0.0,phantom_load,Keep On,keep_on,0.777101278478169,0.5035797330336494,0.8,high,medium,high,100.0,
6424,2025-07-21 11:30:00,0.0,phantom_load,Keep On,keep_on,0.7936576202758775,0.5057236377100025,0.8,high,medium,high,100.0,
6425,2025-07-21 11:45:00,0.0,phantom_load,Keep On,keep_on,0.7818062206984085,0.5030126336561085,0.8,high,medium,high,100.0,
6426,2025-07-21 12:00:00,1.0,phantom_load,Keep On,keep_on,0.7702988953866148,0.5039276842851124,0.8,high,medium,high,100.0,
6427,2025-07-21 12:15:00,1.0,phantom_load,Keep On,keep_on,0.7736168714433298,0.4974358244314165,0.8,high,medium,high,100.0,
6428,2025-07-21 12:30:00,1.0,phantom_load,Keep On,keep_on,0.7772129531963382,0.5036425903399644,0.8,high,medium,high,100.0,
6429,2025-07-21 12:45:00,1.0,phantom_load,Keep On,keep_on,0.7770477837684633,0.4845537757414344,0.8,high,medium,high,100.0,
